anio,mes,dia,lat,lon,sst,presion,humedad,viento,cizalladura,hubo_ciclon
2015,02,15,15.0,-75.0,25.8,1002.8,73.0,33.0,19.73,0
2015,02,16,15.0,-75.0,25.9,1003.3,83.0,46.3,19.92,0
2015,02,17,15.0,-75.0,26.5,1005.5,68.0,45.8,19.63,0
2015,02,18,15.0,-75.0,26.5,999.3,87.0,38.8,9.53,0
2015,02,19,15.0,-75.0,26.1,1016.0,70.0,28.8,16.99,0
2015,02,20,15.0,-75.0,25.5,980.6,79.0,36.0,14.46,0
2015,02,21,15.0,-75.0,26.2,1014.2,77.0,40.7,6.04,0
2015,02,22,15.0,-75.0,26.6,999.4,88.0,42.6,14.03,0
2015,02,23,15.0,-75.0,26.4,1007.8,85.0,43.1,6.61,0
2015,02,24,15.0,-75.0,26.4,996.9,82.0,37.1,14.29,0
2015,02,25,15.0,-75.0,26.5,1000.7,62.0,37.9,8.87,0
2015,02,26,15.0,-75.0,26.6,1008.7,62.0,39.0,9.47,0
2015,02,27,15.0,-75.0,26.6,984.0,84.0,40.2,19.61,0
2015,02,28,15.0,-75.0,26.5,1011.2,67.0,43.1,17.99,0
2015,03,01,15.0,-75.0,26.3,1014.2,79.0,45.0,7.84,0
2015,03,02,15.0,-75.0,26.1,1013.9,68.0,44.6,6.46,0
2015,03,03,15.0,-75.0,26.0,990.0,69.0,43.5,11.35,0
2015,03,04,15.0,-75.0,26.1,981.3,87.0,45.6,10.2,0
2015,03,05,15.0,-75.0,26.2,1011.4,75.0,48.4,7.0,0
2015,03,06,15.0,-75.0,26.2,1002.9,63.0,46.8,5.15,0
2015,03,07,15.0,-75.0,26.2,1012.8,66.0,44.0,7.64,0
2015,03,08,15.0,-75.0,25.9,998.3,84.0,48.9,9.02,0
2015,03,09,15.0,-75.0,26.1,998.3,64.0,50.6,17.5,0
2015,03,10,15.0,-75.0,26.2,1006.9,93.0,51.4,9.41,0
2015,03,11,15.0,-75.0,26.0,997.4,79.0,50.3,6.61,0
2015,03,12,15.0,-75.0,26.0,1015.6,61.0,47.1,7.41,0
2015,03,13,15.0,-75.0,25.9,1006.2,72.0,47.7,11.09,0
2015,03,14,15.0,-75.0,26.1,1011.6,69.0,47.5,7.51,0
2015,03,15,15.0,-75.0,26.1,1008.4,60.0,45.1,14.94,0
2015,03,16,15.0,-75.0,26.1,990.5,74.0,39.8,5.5,0
2015,03,17,15.0,-75.0,25.7,1001.1,87.0,28.2,12.97,0
2015,03,18,15.0,-75.0,25.9,1010.0,78.0,26.7,13.57,0
2015,03,19,15.0,-75.0,25.9,1010.2,74.0,26.6,9.76,0
2015,03,20,15.0,-75.0,26.1,988.4,79.0,26.5,5.18,0
2015,03,21,15.0,-75.0,26.1,996.0,91.0,24.2,7.12,0
2015,03,22,15.0,-75.0,26.0,1007.2,61.0,23.6,5.58,0
2015,03,23,15.0,-75.0,26.2,994.4,72.0,25.6,11.44,0
2015,03,24,15.0,-75.0,26.0,1018.3,69.0,28.0,5.45,0
2015,03,25,15.0,-75.0,26.3,999.9,76.0,32.2,10.75,0
2015,03,26,15.0,-75.0,26.2,1017.2,73.0,36.1,7.96,0
2015,03,27,15.0,-75.0,26.4,1004.3,95.0,35.9,10.63,0
2015,03,28,15.0,-75.0,26.5,999.4,92.0,35.8,9.74,0
2015,03,29,15.0,-75.0,26.3,1002.1,72.0,34.1,5.82,0
2015,03,30,15.0,-75.0,26.3,987.7,78.0,30.3,15.86,0
2015,03,31,15.0,-75.0,26.1,993.5,81.0,30.6,19.92,0
2015,04,01,15.0,-75.0,26.3,1019.3,82.0,34.9,14.02,0
2015,04,02,15.0,-75.0,26.5,1011.4,70.0,35.6,8.41,0
2015,04,03,15.0,-75.0,26.3,981.7,67.0,35.7,11.79,0
2015,04,04,15.0,-75.0,26.2,1016.1,71.0,36.0,14.09,0
2015,04,05,15.0,-75.0,26.2,1000.8,66.0,34.2,10.03,0
2015,04,06,15.0,-75.0,26.3,1017.8,81.0,36.7,5.39,0
2015,04,07,15.0,-75.0,26.5,1003.9,88.0,38.9,13.55,0
2015,04,08,15.0,-75.0,26.4,985.4,65.0,38.9,19.56,0
2015,04,09,15.0,-75.0,26.6,1016.8,73.0,41.5,5.67,0
2015,04,10,15.0,-75.0,26.5,988.7,69.0,43.4,14.16,0
2015,04,11,15.0,-75.0,26.7,1009.2,68.0,44.1,15.83,0
2015,04,12,15.0,-75.0,26.6,1018.5,83.0,41.0,18.7,0
2015,04,13,15.0,-75.0,26.5,994.8,81.0,42.3,13.39,0
2015,04,14,15.0,-75.0,26.5,984.9,64.0,39.7,6.8,0
2015,04,15,15.0,-75.0,26.4,981.5,71.0,37.7,6.76,0
2015,04,16,15.0,-75.0,26.6,1009.0,90.0,36.6,14.62,0
2015,04,17,15.0,-75.0,26.5,995.8,63.0,34.6,8.36,0
2015,04,18,15.0,-75.0,26.6,993.2,92.0,33.8,14.26,0
2015,04,19,15.0,-75.0,26.7,991.7,69.0,34.9,5.15,0
2015,04,20,15.0,-75.0,26.8,985.4,91.0,36.4,11.46,0
2015,04,21,15.0,-75.0,26.7,1009.0,86.0,36.8,17.44,0
2015,04,22,15.0,-75.0,26.5,986.4,73.0,36.4,14.35,0
2015,04,23,15.0,-75.0,26.8,999.3,92.0,37.1,17.37,0
2015,04,24,15.0,-75.0,26.7,987.1,92.0,31.1,5.09,0
2015,04,25,15.0,-75.0,26.7,1010.3,63.0,31.4,11.93,0
2015,04,26,15.0,-75.0,27.1,984.4,82.0,32.5,16.34,0
2015,04,27,15.0,-75.0,27.2,1007.8,78.0,35.2,7.81,0
2015,04,28,15.0,-75.0,27.1,1017.2,84.0,36.7,16.62,0
2015,04,29,15.0,-75.0,26.9,985.6,78.0,31.1,16.55,0
2015,04,30,15.0,-75.0,26.7,1010.6,76.0,38.7,5.81,0
2015,05,01,15.0,-75.0,26.6,1012.8,72.0,30.7,19.16,0
2015,05,02,15.0,-75.0,26.5,984.3,93.0,31.2,10.37,0
2015,05,03,15.0,-75.0,26.7,1005.6,79.0,35.8,10.68,0
2015,05,04,15.0,-75.0,27.0,994.3,71.0,40.1,10.56,0
2015,05,05,15.0,-75.0,27.0,1012.4,76.0,46.8,19.4,0
2015,05,06,15.0,-75.0,26.9,990.8,62.0,48.7,7.21,0
2015,05,07,15.0,-75.0,26.9,1006.8,71.0,42.9,7.93,0
2015,05,08,15.0,-75.0,26.6,1004.0,85.0,46.5,15.76,0
2015,05,09,15.0,-75.0,26.8,983.8,71.0,48.6,5.76,0
2015,05,10,15.0,-75.0,26.9,981.2,63.0,48.5,6.39,0
2015,05,11,15.0,-75.0,27.0,980.1,81.0,49.6,13.99,0
2015,05,12,15.0,-75.0,26.9,988.7,77.0,47.7,7.04,0
2015,05,13,15.0,-75.0,26.8,980.9,87.0,47.8,15.81,0
2015,05,14,15.0,-75.0,26.7,982.8,60.0,45.7,11.85,0
2015,05,15,15.0,-75.0,26.6,1005.2,64.0,43.3,7.65,0
2015,05,16,15.0,-75.0,26.6,1005.2,80.0,38.4,14.67,0
2015,05,17,15.0,-75.0,26.5,998.8,72.0,37.9,9.38,0
2015,05,18,15.0,-75.0,26.6,988.0,67.0,35.2,15.36,0
2015,05,19,15.0,-75.0,26.8,992.5,61.0,32.8,11.26,0
2015,05,20,15.0,-75.0,26.9,1001.6,69.0,32.7,14.41,0
2015,05,21,15.0,-75.0,26.9,983.8,64.0,32.6,19.81,0
2015,05,22,15.0,-75.0,26.9,1014.0,75.0,37.5,10.36,0
2015,05,23,15.0,-75.0,26.9,994.2,84.0,44.2,15.49,0
2015,05,24,15.0,-75.0,26.9,983.8,82.0,43.5,15.19,0
2015,05,25,15.0,-75.0,26.8,990.4,63.0,39.2,10.08,0
2015,05,26,15.0,-75.0,26.7,994.4,78.0,35.5,9.25,0
2015,05,27,15.0,-75.0,26.6,997.7,65.0,30.7,13.18,0
2015,05,28,15.0,-75.0,26.7,1018.0,74.0,26.9,7.98,0
2015,05,29,15.0,-75.0,26.6,1004.2,82.0,27.2,8.64,0
2015,05,30,15.0,-75.0,26.4,998.2,66.0,32.2,17.76,0
2015,05,31,15.0,-75.0,27.1,998.7,88.0,35.2,13.3,0
2015,06,01,15.0,-75.0,27.2,997.6,90.0,39.3,8.64,0
2015,06,02,15.0,-75.0,27.1,1011.8,75.0,39.1,9.42,0
2015,06,03,15.0,-75.0,27.0,1014.2,78.0,39.1,12.22,0
2015,06,04,15.0,-75.0,27.2,987.1,81.0,36.0,18.45,0
2015,06,05,15.0,-75.0,27.2,1014.3,82.0,35.3,6.81,0
2015,06,06,15.0,-75.0,27.2,1009.5,65.0,31.3,17.18,0
2015,06,07,15.0,-75.0,27.1,980.8,71.0,32.8,6.52,0
2015,06,08,15.0,-75.0,27.1,981.6,76.0,37.4,6.94,0
2015,06,09,15.0,-75.0,27.0,1019.3,64.0,37.1,8.54,0
2015,06,10,15.0,-75.0,27.0,1004.9,78.0,35.6,13.29,0
2015,06,11,15.0,-75.0,27.2,1007.5,78.0,42.0,9.54,0
2015,06,12,15.0,-75.0,27.4,987.5,82.0,43.2,11.51,0
2015,06,13,15.0,-75.0,27.4,994.5,63.0,45.1,14.49,0
2015,06,14,15.0,-75.0,27.2,996.5,84.0,45.2,9.35,0
2015,06,15,15.0,-75.0,27.2,998.6,79.0,45.8,15.62,0
2015,06,16,15.0,-75.0,27.3,992.2,86.0,48.7,8.01,0
2015,06,17,15.0,-75.0,27.3,990.2,63.0,47.6,9.16,0
2015,06,18,15.0,-75.0,27.1,1010.8,82.0,46.1,16.47,0
2015,06,19,15.0,-75.0,27.3,981.4,64.0,49.0,9.35,0
2015,06,20,15.0,-75.0,27.1,1012.3,78.0,48.7,10.83,0
2015,06,21,15.0,-75.0,27.2,985.4,76.0,43.7,5.93,0
2015,06,22,15.0,-75.0,27.2,995.7,83.0,44.6,10.34,0
2015,06,23,15.0,-75.0,27.5,982.2,82.0,47.0,9.32,0
2015,06,24,15.0,-75.0,27.6,1006.3,69.0,51.1,10.93,0
2015,06,25,15.0,-75.0,27.4,983.7,64.0,53.6,9.56,0
2015,06,26,15.0,-75.0,27.4,996.5,86.0,53.9,18.14,0
2015,06,27,15.0,-75.0,27.6,991.2,83.0,52.1,13.44,0
2015,06,28,15.0,-75.0,27.7,985.0,79.0,49.5,6.12,0
2015,06,29,15.0,-75.0,27.5,990.3,64.0,50.7,16.94,0
2015,06,30,15.0,-75.0,27.5,988.1,74.0,43.7,11.83,0
2015,07,01,15.0,-75.0,27.6,1009.4,77.0,46.1,10.63,0
2015,07,02,15.0,-75.0,27.5,1011.8,64.0,51.0,17.99,0
2015,07,03,15.0,-75.0,27.3,989.7,92.0,50.9,11.58,0
2015,07,04,15.0,-75.0,27.4,1017.6,92.0,50.4,19.69,0
2015,07,05,15.0,-75.0,27.4,989.4,93.0,51.0,16.62,0
2015,07,06,15.0,-75.0,27.3,1001.8,85.0,48.9,13.07,0
2015,07,07,15.0,-75.0,27.3,996.8,68.0,41.0,7.56,0
2015,07,08,15.0,-75.0,27.0,1006.2,95.0,39.6,12.93,0
2015,07,09,15.0,-75.0,27.2,1017.9,84.0,44.6,19.31,0
2015,07,10,15.0,-75.0,27.4,1011.3,70.0,42.6,18.48,0
2015,07,11,15.0,-75.0,27.5,1002.3,64.0,41.4,11.83,0
2015,07,12,15.0,-75.0,27.2,990.8,61.0,35.2,13.31,0
2015,07,13,15.0,-75.0,27.3,983.8,73.0,37.2,7.1,0
2015,07,14,15.0,-75.0,27.3,1019.6,89.0,39.0,11.19,0
2015,07,15,15.0,-75.0,27.5,1000.4,95.0,39.9,16.47,0
2015,07,16,15.0,-75.0,27.3,1010.0,70.0,39.6,12.98,0
2015,07,17,15.0,-75.0,27.4,993.1,89.0,38.9,7.26,0
2015,07,18,15.0,-75.0,27.3,1015.9,79.0,39.6,5.54,0
2015,07,19,15.0,-75.0,27.1,1016.0,74.0,33.5,16.13,0
2015,07,20,15.0,-75.0,26.8,997.9,79.0,31.3,6.0,0
2015,07,21,15.0,-75.0,27.4,986.0,70.0,34.6,9.9,0
2015,07,22,15.0,-75.0,27.7,1019.1,77.0,38.8,7.61,0
2015,07,23,15.0,-75.0,27.8,997.1,71.0,39.0,12.56,0
2015,07,24,15.0,-75.0,27.4,983.2,70.0,37.5,18.66,0
2015,07,25,15.0,-75.0,27.4,1011.1,86.0,40.1,5.38,0
2015,07,26,15.0,-75.0,27.3,989.5,74.0,40.9,13.36,0
2015,07,27,15.0,-75.0,27.2,1006.5,93.0,48.3,8.29,0
2015,07,28,15.0,-75.0,27.1,1018.0,89.0,44.8,9.65,0
2015,07,29,15.0,-75.0,27.0,983.7,94.0,40.6,18.62,0
2015,07,30,15.0,-75.0,26.9,994.2,90.0,35.4,9.53,0
2015,07,31,15.0,-75.0,26.9,997.5,94.0,35.2,14.57,0
2015,08,01,15.0,-75.0,27.3,1018.4,85.0,36.1,5.9,0
2015,08,02,15.0,-75.0,27.2,1007.0,86.0,39.7,10.17,0
2015,08,03,15.0,-75.0,27.4,1016.4,92.0,37.1,7.34,0
2015,08,04,15.0,-75.0,27.6,988.1,63.0,47.4,10.07,0
2015,08,05,15.0,-75.0,27.5,1013.9,60.0,43.4,14.45,0
2015,08,06,15.0,-75.0,27.4,1011.5,83.0,39.0,11.43,0
2015,08,07,15.0,-75.0,27.6,1018.2,79.0,35.9,13.82,0
2015,08,08,15.0,-75.0,27.8,986.1,65.0,34.2,7.27,0
2015,08,09,15.0,-75.0,27.7,997.9,64.0,30.3,5.92,0
2015,08,10,15.0,-75.0,27.5,1006.2,67.0,35.5,12.97,0
2015,08,11,15.0,-75.0,27.9,1003.9,65.0,36.9,8.29,0
2015,08,12,15.0,-75.0,27.9,1006.8,90.0,36.8,18.13,0
2015,08,13,15.0,-75.0,28.1,1012.2,76.0,36.8,6.89,0
2015,08,14,15.0,-75.0,28.0,1011.1,94.0,35.9,12.04,0
2015,08,15,15.0,-75.0,28.1,985.2,78.0,38.3,7.84,0
2015,08,16,15.0,-75.0,28.2,986.4,91.0,36.3,17.09,0
2015,08,17,15.0,-75.0,28.0,986.2,83.0,37.1,15.92,0
2015,08,18,15.0,-75.0,28.0,1007.6,62.0,34.5,5.56,0
2015,08,19,15.0,-75.0,28.0,1005.4,82.0,39.0,7.72,0
2015,08,20,15.0,-75.0,28.1,1010.7,95.0,40.5,12.32,0
2015,08,21,15.0,-75.0,27.9,997.5,69.0,36.4,6.23,0
2015,08,22,15.0,-75.0,28.0,1012.7,86.0,33.4,16.48,0
2015,08,23,15.0,-75.0,27.8,1003.9,70.0,30.7,18.84,0
2015,08,24,15.0,-75.0,27.9,1001.6,94.0,29.0,7.87,0
2015,08,25,15.0,-75.0,28.5,993.1,83.0,29.0,8.51,0
2015,08,26,15.0,-75.0,28.1,988.1,71.0,28.2,18.74,0
2015,08,27,15.0,-75.0,28.1,1011.7,90.0,27.5,14.74,0
2015,08,28,15.0,-75.0,27.9,983.2,71.0,26.9,9.42,0
2015,08,29,15.0,-75.0,28.5,1012.6,65.0,41.9,9.04,0
2015,08,30,15.0,-75.0,28.4,983.3,94.0,41.6,6.8,0
2015,08,31,15.0,-75.0,28.6,991.3,79.0,39.6,12.33,0
2015,09,01,15.0,-75.0,28.4,1017.9,73.0,40.2,9.01,0
2015,09,02,15.0,-75.0,28.3,983.4,77.0,37.6,9.59,0
2015,09,03,15.0,-75.0,28.3,987.2,80.0,32.0,12.58,0
2015,09,04,15.0,-75.0,28.3,993.9,62.0,37.9,12.13,0
2015,09,05,15.0,-75.0,28.4,1003.0,63.0,35.4,5.74,0
2015,09,06,15.0,-75.0,28.5,991.5,68.0,33.0,7.96,0
2015,09,07,15.0,-75.0,28.5,1002.2,82.0,36.3,5.44,0
2015,09,08,15.0,-75.0,28.6,987.4,69.0,39.7,8.68,0
2015,09,09,15.0,-75.0,28.3,988.4,68.0,40.8,10.76,0
2015,09,10,15.0,-75.0,28.4,1013.1,84.0,38.9,8.68,0
2015,09,11,15.0,-75.0,28.0,980.6,74.0,31.7,14.4,0
2015,09,12,15.0,-75.0,28.4,987.6,82.0,31.4,10.28,0
2015,09,13,15.0,-75.0,28.8,989.6,68.0,35.1,6.88,0
2015,09,14,15.0,-75.0,28.7,996.7,68.0,39.3,13.98,0
2015,09,15,15.0,-75.0,28.5,1009.2,65.0,38.8,5.42,0
2015,09,16,15.0,-75.0,28.0,991.9,68.0,36.9,13.94,0
2015,09,17,15.0,-75.0,28.4,1017.2,86.0,33.0,5.67,0
2015,09,18,15.0,-75.0,28.5,1005.1,91.0,30.4,16.0,0
2015,09,19,15.0,-75.0,28.3,1003.5,74.0,31.0,18.9,0
2015,09,20,15.0,-75.0,28.0,995.8,93.0,31.9,14.58,0
2015,09,21,15.0,-75.0,28.5,988.8,73.0,29.4,16.31,0
2015,09,22,15.0,-75.0,28.8,988.7,65.0,31.7,5.98,0
2015,09,23,15.0,-75.0,28.7,993.6,70.0,32.6,7.46,0
2015,09,24,15.0,-75.0,28.5,1006.3,89.0,28.8,13.0,0
2015,09,25,15.0,-75.0,28.9,1015.0,94.0,31.1,10.71,0
2015,09,26,15.0,-75.0,29.1,1004.7,82.0,33.2,16.45,0
2015,09,27,15.0,-75.0,29.1,986.4,94.0,33.5,12.52,0
2015,09,28,15.0,-75.0,28.8,995.6,88.0,32.4,17.03,0
2015,09,29,15.0,-75.0,28.4,984.6,61.0,31.4,12.2,0
2015,09,30,15.0,-75.0,28.2,997.2,77.0,22.9,9.42,0
2015,10,01,15.0,-75.0,27.9,1017.9,93.0,16.6,16.02,0
2015,10,02,15.0,-75.0,27.8,994.3,82.0,23.4,19.38,0
2015,10,03,15.0,-75.0,28.4,1011.2,94.0,19.1,13.03,0
2015,10,04,15.0,-75.0,28.5,994.9,79.0,16.8,5.49,0
2015,10,05,15.0,-75.0,29.0,1004.2,71.0,31.9,19.95,0
2015,10,06,15.0,-75.0,29.1,996.7,76.0,34.2,6.68,0
2015,10,07,15.0,-75.0,28.7,998.5,70.0,33.8,9.22,0
2015,10,08,15.0,-75.0,28.5,987.5,90.0,34.0,6.08,0
2015,10,09,15.0,-75.0,28.5,1007.6,65.0,37.0,12.85,0
2015,10,10,15.0,-75.0,28.2,986.4,68.0,34.6,12.85,0
2015,10,11,15.0,-75.0,27.6,983.8,79.0,29.7,10.81,0
2015,10,12,15.0,-75.0,27.1,990.1,82.0,36.4,12.33,0
2015,10,13,15.0,-75.0,28.2,998.2,94.0,37.8,11.35,0
2015,10,14,15.0,-75.0,28.2,1017.2,74.0,37.2,7.81,0
2015,10,15,15.0,-75.0,28.3,985.0,72.0,39.4,19.74,0
2015,10,16,15.0,-75.0,28.3,1005.4,93.0,36.7,16.19,0
2015,10,17,15.0,-75.0,28.4,1005.2,82.0,30.9,14.0,0
2015,10,18,15.0,-75.0,28.7,981.8,86.0,26.8,13.22,0
2015,10,19,15.0,-75.0,28.6,988.7,90.0,28.2,16.72,0
2015,10,20,15.0,-75.0,28.8,984.0,73.0,30.6,10.28,0
2015,10,21,15.0,-75.0,28.8,986.4,70.0,31.4,16.01,0
2015,10,22,15.0,-75.0,28.7,1005.9,87.0,29.5,14.08,0
2015,10,23,15.0,-75.0,28.5,1015.4,62.0,27.3,9.93,0
2015,10,24,15.0,-75.0,27.9,1018.0,94.0,25.1,18.6,0
2015,10,25,15.0,-75.0,27.0,987.0,71.0,24.6,9.44,0
2015,10,26,15.0,-75.0,27.3,985.0,91.0,29.7,7.2,0
2015,10,27,15.0,-75.0,27.6,1009.5,74.0,28.4,6.12,0
2015,10,28,15.0,-75.0,28.1,1006.2,93.0,29.6,18.39,0
2015,10,29,15.0,-75.0,28.5,999.6,94.0,28.4,13.96,0
2015,10,30,15.0,-75.0,28.3,1011.5,94.0,27.9,7.2,0
2015,10,31,15.0,-75.0,28.1,991.0,85.0,29.3,19.04,0
2015,11,01,15.0,-75.0,27.7,981.9,67.0,28.9,16.07,0
2015,11,02,15.0,-75.0,26.7,1015.5,90.0,32.4,9.61,0
2015,11,03,15.0,-75.0,26.7,981.1,88.0,27.7,12.69,0
2015,11,04,15.0,-75.0,27.3,990.2,61.0,33.9,14.79,0
2015,11,05,15.0,-75.0,27.9,992.6,70.0,33.9,10.7,0
2015,11,06,15.0,-75.0,27.9,1012.1,85.0,33.0,14.13,0
2015,11,07,15.0,-75.0,27.7,1015.2,82.0,37.2,10.42,0
2015,11,08,15.0,-75.0,26.9,1007.3,78.0,38.2,19.04,0
2015,11,09,15.0,-75.0,28.0,992.8,94.0,41.8,5.76,0
2015,11,10,15.0,-75.0,28.2,1018.2,89.0,42.7,11.39,0
2015,11,11,15.0,-75.0,27.7,1018.4,86.0,39.5,13.65,0
2015,11,12,15.0,-75.0,27.7,1011.3,64.0,43.6,10.44,0
2015,11,13,15.0,-75.0,27.9,996.9,76.0,38.9,7.15,0
2015,11,14,15.0,-75.0,28.2,1008.2,66.0,42.5,7.52,0
2015,11,15,15.0,-75.0,27.9,1007.7,78.0,44.0,11.31,0
2015,11,16,15.0,-75.0,28.0,994.7,95.0,43.7,9.79,0
2015,11,17,15.0,-75.0,27.8,995.5,67.0,41.9,16.4,0
2015,11,18,15.0,-75.0,27.9,1001.5,80.0,38.6,6.27,0
2015,11,19,15.0,-75.0,27.0,1013.4,91.0,30.0,10.96,0
2015,11,20,15.0,-75.0,27.4,998.6,61.0,29.5,11.72,0
2015,11,21,15.0,-75.0,27.2,1001.2,77.0,37.8,9.83,0
2015,11,22,15.0,-75.0,27.1,991.3,66.0,40.0,19.92,0
2015,11,23,15.0,-75.0,27.8,981.7,74.0,35.2,8.41,0
2015,11,24,15.0,-75.0,27.4,994.7,95.0,30.9,6.4,0
2015,11,25,15.0,-75.0,27.5,1003.0,87.0,32.6,6.2,0
2015,11,26,15.0,-75.0,27.5,992.1,69.0,32.3,12.78,0
2015,11,27,15.0,-75.0,26.4,1009.4,77.0,31.0,16.77,0
2015,11,28,15.0,-75.0,25.8,988.9,68.0,33.7,14.05,0
2015,11,29,15.0,-75.0,25.2,989.6,89.0,35.1,6.22,0
2015,11,30,15.0,-75.0,25.6,1010.1,84.0,32.3,8.31,0
2015,12,01,15.0,-75.0,27.5,993.0,84.0,42.1,8.49,0
2015,12,02,15.0,-75.0,28.0,1018.5,61.0,47.4,12.11,0
2015,12,03,15.0,-75.0,28.1,1015.5,66.0,44.3,9.57,0
2015,12,04,15.0,-75.0,27.8,1007.8,75.0,41.3,11.91,0
2015,12,05,15.0,-75.0,27.4,1015.4,88.0,40.2,10.55,0
2015,12,06,15.0,-75.0,27.3,1008.9,70.0,40.3,6.62,0
2015,12,07,15.0,-75.0,27.1,1011.9,65.0,41.7,9.23,0
2015,12,08,15.0,-75.0,27.1,1011.5,89.0,40.4,8.41,0
2015,12,09,15.0,-75.0,27.2,1008.6,71.0,35.6,13.66,0
2015,12,10,15.0,-75.0,27.4,986.8,92.0,36.9,14.32,0
2015,12,11,15.0,-75.0,27.3,1010.1,67.0,38.7,14.16,0
2015,12,12,15.0,-75.0,27.5,982.9,82.0,35.9,19.89,0
2015,12,13,15.0,-75.0,27.0,1013.8,75.0,38.6,7.82,0
2015,12,14,15.0,-75.0,26.5,989.1,82.0,38.5,6.45,0
2015,12,15,15.0,-75.0,25.9,981.6,71.0,32.9,15.7,0
2015,12,16,15.0,-75.0,25.9,999.9,93.0,33.1,14.1,0
2015,12,17,15.0,-75.0,26.0,986.5,90.0,40.3,13.52,0
2015,12,18,15.0,-75.0,27.3,1008.1,82.0,45.0,7.12,0
2015,12,19,15.0,-75.0,27.2,1008.1,67.0,42.4,15.21,0
2015,12,20,15.0,-75.0,27.2,1011.7,93.0,41.7,19.38,0
2015,12,21,15.0,-75.0,27.2,1005.4,75.0,46.1,9.75,0
2015,12,22,15.0,-75.0,27.1,1014.6,88.0,48.2,5.67,0
2015,12,23,15.0,-75.0,27.3,1010.7,61.0,50.1,14.37,0
2015,12,24,15.0,-75.0,27.0,1011.3,72.0,53.7,5.57,0
2015,12,25,15.0,-75.0,27.1,987.8,83.0,52.1,11.15,0
2015,12,26,15.0,-75.0,26.9,1012.5,80.0,49.9,11.93,0
2015,12,27,15.0,-75.0,26.8,1015.8,87.0,49.2,5.88,0
