anio,mes,dia,lat,lon,sst,presion,humedad,viento,cizalladura,hubo_ciclon
2017,03,16,15.0,-75.0,26.3,986.3,64.0,31.6,6.26,0
2017,03,17,15.0,-75.0,26.3,1001.7,83.0,33.5,11.0,0
2017,03,18,15.0,-75.0,26.3,987.3,87.0,35.0,11.68,0
2017,03,19,15.0,-75.0,26.1,985.1,75.0,32.4,18.57,0
2017,03,20,15.0,-75.0,26.0,1006.3,81.0,26.0,12.04,0
2017,03,21,15.0,-75.0,26.2,981.9,76.0,27.0,6.37,0
2017,03,22,15.0,-75.0,26.4,1009.0,72.0,25.0,16.48,0
2017,03,23,15.0,-75.0,26.5,1006.8,90.0,23.6,9.23,0
2017,03,24,15.0,-75.0,26.5,997.3,90.0,24.5,16.8,0
2017,03,25,15.0,-75.0,26.3,992.2,72.0,23.6,14.48,0
2017,03,26,15.0,-75.0,26.5,980.2,86.0,17.5,15.47,0
2017,03,27,15.0,-75.0,26.5,997.5,72.0,11.3,11.24,0
2017,03,28,15.0,-75.0,26.5,990.8,89.0,21.5,7.39,0
2017,03,29,15.0,-75.0,26.8,1001.6,75.0,27.9,12.58,0
2017,03,30,15.0,-75.0,26.7,998.8,91.0,35.5,6.39,0
2017,03,31,15.0,-75.0,26.8,1004.9,79.0,37.2,8.86,0
2017,04,01,15.0,-75.0,27.1,996.5,67.0,37.8,17.14,0
2017,04,02,15.0,-75.0,27.1,981.7,88.0,41.1,8.81,0
2017,04,03,15.0,-75.0,27.0,996.0,93.0,39.5,16.6,0
2017,04,04,15.0,-75.0,27.1,1014.0,89.0,43.9,14.52,0
2017,04,05,15.0,-75.0,27.0,997.1,75.0,46.5,14.46,0
2017,04,06,15.0,-75.0,26.8,1004.4,88.0,42.9,5.73,0
2017,04,07,15.0,-75.0,26.7,1006.6,69.0,40.2,10.33,0
2017,04,08,15.0,-75.0,26.7,996.2,63.0,31.4,16.39,0
2017,04,09,15.0,-75.0,26.6,996.2,92.0,28.9,12.43,0
2017,04,10,15.0,-75.0,26.8,1009.9,66.0,28.5,15.24,0
2017,04,11,15.0,-75.0,26.9,1003.6,71.0,30.4,14.36,0
2017,04,12,15.0,-75.0,26.8,1001.7,85.0,32.1,7.5,0
2017,04,13,15.0,-75.0,26.8,1010.5,85.0,30.0,12.08,0
2017,04,14,15.0,-75.0,26.6,981.9,63.0,32.7,14.08,0
2017,04,15,15.0,-75.0,26.5,984.6,70.0,36.7,9.28,0
2017,04,16,15.0,-75.0,27.0,1018.1,66.0,41.7,7.11,0
2017,04,17,15.0,-75.0,26.6,992.2,66.0,39.2,8.57,0
2017,04,18,15.0,-75.0,27.0,1006.8,77.0,36.8,18.52,0
2017,04,19,15.0,-75.0,26.9,1019.0,66.0,38.1,14.02,0
2017,04,20,15.0,-75.0,26.4,1000.8,68.0,38.2,12.38,0
2017,04,21,15.0,-75.0,26.2,1016.8,94.0,33.6,9.7,0
2017,04,22,15.0,-75.0,26.8,991.0,77.0,31.6,12.46,0
2017,04,23,15.0,-75.0,27.2,998.5,78.0,30.8,13.54,0
2017,04,24,15.0,-75.0,27.2,982.4,83.0,19.4,9.91,0
2017,04,25,15.0,-75.0,27.2,1004.4,71.0,24.8,14.82,0
2017,04,26,15.0,-75.0,27.3,987.1,78.0,32.8,9.43,0
2017,04,27,15.0,-75.0,27.4,985.9,67.0,37.5,17.78,0
2017,04,28,15.0,-75.0,27.4,987.9,92.0,41.6,17.24,0
2017,04,29,15.0,-75.0,27.7,987.8,90.0,45.0,16.61,0
2017,04,30,15.0,-75.0,27.7,1017.5,61.0,41.6,7.43,0
2017,05,01,15.0,-75.0,27.3,1001.6,87.0,40.9,6.11,0
2017,05,02,15.0,-75.0,27.2,983.0,90.0,36.9,16.57,0
2017,05,03,15.0,-75.0,26.8,989.2,88.0,34.4,17.78,0
2017,05,04,15.0,-75.0,27.4,1015.7,85.0,36.1,5.51,0
2017,05,05,15.0,-75.0,27.5,1004.0,69.0,33.2,8.84,0
2017,05,06,15.0,-75.0,27.4,1009.5,84.0,32.4,10.73,0
2017,05,07,15.0,-75.0,27.3,1006.9,72.0,29.6,18.47,0
2017,05,08,15.0,-75.0,27.1,1002.7,65.0,36.5,6.58,0
2017,05,09,15.0,-75.0,27.5,988.2,73.0,30.1,11.98,0
2017,05,10,15.0,-75.0,27.2,983.4,63.0,28.7,11.02,0
2017,05,11,15.0,-75.0,27.0,993.4,91.0,31.0,11.46,0
2017,05,12,15.0,-75.0,27.2,981.5,63.0,29.0,9.49,0
2017,05,13,15.0,-75.0,27.0,997.6,78.0,27.8,8.39,0
2017,05,14,15.0,-75.0,27.8,985.8,66.0,31.0,15.53,0
2017,05,15,15.0,-75.0,27.8,1009.7,89.0,33.0,18.6,0
2017,05,16,15.0,-75.0,27.6,987.1,88.0,34.0,5.69,0
2017,05,17,15.0,-75.0,27.3,983.9,82.0,40.1,9.38,0
2017,05,18,15.0,-75.0,27.7,1013.6,81.0,44.1,10.06,0
2017,05,19,15.0,-75.0,27.9,1005.8,93.0,46.0,15.95,0
2017,05,20,15.0,-75.0,27.8,1019.8,77.0,43.2,18.62,0
2017,05,21,15.0,-75.0,27.9,982.9,94.0,40.2,18.72,0
2017,05,22,15.0,-75.0,27.8,994.0,93.0,37.0,19.83,0
2017,05,23,15.0,-75.0,27.8,989.5,68.0,39.6,11.97,0
2017,05,24,15.0,-75.0,27.9,986.2,73.0,46.1,16.05,0
2017,05,25,15.0,-75.0,27.9,983.0,84.0,53.4,12.14,0
2017,05,26,15.0,-75.0,27.7,991.3,63.0,46.5,8.49,0
2017,05,27,15.0,-75.0,27.4,994.2,63.0,34.6,18.04,0
2017,05,28,15.0,-75.0,27.4,991.2,87.0,34.5,9.51,0
2017,05,29,15.0,-75.0,27.6,990.8,92.0,37.0,14.82,0
2017,05,30,15.0,-75.0,27.6,1005.6,79.0,42.1,11.95,0
2017,05,31,15.0,-75.0,27.8,996.2,67.0,43.3,7.39,0
2017,06,01,15.0,-75.0,27.7,1007.9,62.0,42.4,17.85,0
2017,06,02,15.0,-75.0,27.6,1013.7,90.0,40.0,15.26,0
2017,06,03,15.0,-75.0,27.8,998.1,62.0,42.8,13.34,0
2017,06,04,15.0,-75.0,27.9,994.7,70.0,42.5,12.48,0
2017,06,05,15.0,-75.0,27.8,1008.6,73.0,45.0,16.74,0
2017,06,06,15.0,-75.0,27.8,981.8,67.0,43.2,5.28,0
2017,06,07,15.0,-75.0,27.6,1018.1,84.0,43.5,18.95,0
2017,06,08,15.0,-75.0,27.5,987.6,77.0,34.4,13.66,0
2017,06,09,15.0,-75.0,27.8,980.9,67.0,33.9,8.67,0
2017,06,10,15.0,-75.0,27.9,1019.5,92.0,41.1,5.61,0
2017,06,11,15.0,-75.0,27.8,980.2,66.0,42.1,15.1,0
2017,06,12,15.0,-75.0,27.6,997.9,88.0,33.7,11.98,0
2017,06,13,15.0,-75.0,27.7,1006.7,77.0,38.3,11.75,0
2017,06,14,15.0,-75.0,27.5,1004.4,66.0,39.9,19.82,0
2017,06,15,15.0,-75.0,27.8,1008.2,66.0,41.1,19.3,0
2017,06,16,15.0,-75.0,27.3,991.4,95.0,36.0,8.5,0
2017,06,17,15.0,-75.0,28.0,986.7,95.0,40.6,6.28,0
2017,06,18,15.0,-75.0,28.0,1000.7,74.0,40.6,16.81,0
2017,06,19,15.0,-75.0,28.0,993.7,61.0,42.5,13.34,0
2017,06,20,15.0,-75.0,28.2,1018.5,67.0,46.2,5.16,0
2017,06,21,15.0,-75.0,27.5,1019.6,66.0,53.5,11.68,0
2017,06,22,15.0,-75.0,27.9,981.7,93.0,43.4,16.66,0
2017,06,23,15.0,-75.0,27.8,992.3,90.0,34.9,15.32,0
2017,06,24,15.0,-75.0,27.3,984.8,64.0,39.1,15.34,0
2017,06,25,15.0,-75.0,28.1,992.8,93.0,41.1,15.95,0
2017,06,26,15.0,-75.0,27.8,983.2,80.0,43.6,11.59,0
2017,06,27,15.0,-75.0,28.0,995.4,72.0,41.5,12.48,0
2017,06,28,15.0,-75.0,27.8,986.9,95.0,42.2,6.9,0
2017,06,29,15.0,-75.0,27.7,980.2,81.0,45.5,17.75,0
2017,06,30,15.0,-75.0,27.3,984.7,80.0,43.6,16.59,0
2017,07,01,15.0,-75.0,27.9,1009.1,65.0,47.9,14.57,0
2017,07,02,15.0,-75.0,27.7,1004.2,77.0,46.2,17.89,0
2017,07,03,15.0,-75.0,27.6,1017.1,75.0,41.2,12.62,0
2017,07,04,15.0,-75.0,27.9,1012.1,82.0,40.2,6.52,0
2017,07,05,15.0,-75.0,27.7,1017.5,70.0,41.8,9.05,0
2017,07,06,15.0,-75.0,27.9,1008.9,93.0,43.6,14.23,0
2017,07,07,15.0,-75.0,27.8,997.3,91.0,41.7,15.44,0
2017,07,08,15.0,-75.0,27.8,1011.3,91.0,34.4,9.66,0
2017,07,09,15.0,-75.0,27.9,990.7,85.0,35.8,5.67,0
2017,07,10,15.0,-75.0,28.1,1003.7,80.0,38.9,19.25,0
2017,07,11,15.0,-75.0,28.0,993.2,76.0,39.0,8.03,0
2017,07,12,15.0,-75.0,28.1,994.2,89.0,34.6,7.52,0
2017,07,13,15.0,-75.0,27.9,984.0,83.0,32.4,10.51,0
2017,07,14,15.0,-75.0,28.0,1018.0,65.0,31.5,13.08,0
2017,07,15,15.0,-75.0,27.9,981.9,71.0,33.7,9.72,0
2017,07,16,15.0,-75.0,27.7,987.0,61.0,34.9,10.1,0
2017,07,17,15.0,-75.0,28.2,1013.2,83.0,37.3,17.66,0
2017,07,18,15.0,-75.0,28.3,1009.5,82.0,43.2,16.96,0
2017,07,19,15.0,-75.0,28.2,1019.8,72.0,44.6,10.52,0
2017,07,20,15.0,-75.0,28.2,983.1,79.0,47.6,5.03,0
2017,07,21,15.0,-75.0,28.1,987.6,64.0,40.5,9.64,0
2017,07,22,15.0,-75.0,28.3,983.5,68.0,38.9,8.14,0
2017,07,23,15.0,-75.0,28.5,1014.5,85.0,42.1,14.49,0
2017,07,24,15.0,-75.0,28.5,991.9,71.0,44.5,19.52,0
2017,07,25,15.0,-75.0,28.5,996.2,93.0,47.9,12.63,0
2017,07,26,15.0,-75.0,28.5,1007.1,64.0,39.7,12.48,0
2017,07,27,15.0,-75.0,28.5,1015.4,77.0,36.6,12.39,0
2017,07,28,15.0,-75.0,28.5,1004.9,76.0,36.1,5.32,0
2017,07,29,15.0,-75.0,28.6,1010.9,69.0,37.8,8.64,0
2017,07,30,15.0,-75.0,28.5,988.2,68.0,41.0,14.79,0
2017,07,31,15.0,-75.0,28.2,1007.1,75.0,36.5,13.47,0
2017,08,01,15.0,-75.0,28.2,981.4,69.0,37.5,16.32,0
2017,08,02,15.0,-75.0,28.1,1005.6,73.0,39.6,16.51,0
2017,08,03,15.0,-75.0,28.1,990.9,83.0,43.9,19.04,0
2017,08,04,15.0,-75.0,27.8,1003.5,91.0,43.9,14.92,0
2017,08,05,15.0,-75.0,26.7,996.3,62.0,46.6,5.06,0
2017,08,06,15.0,-75.0,28.1,1017.5,75.0,41.0,18.76,0
2017,08,07,15.0,-75.0,28.5,1007.7,86.0,37.8,15.82,0
2017,08,08,15.0,-75.0,28.2,1017.1,64.0,36.7,12.15,0
2017,08,09,15.0,-75.0,28.7,983.5,66.0,42.7,5.96,0
2017,08,10,15.0,-75.0,28.5,984.1,81.0,39.5,7.78,0
2017,08,11,15.0,-75.0,28.3,992.9,71.0,31.8,7.94,0
2017,08,12,15.0,-75.0,28.5,982.8,78.0,33.1,16.16,0
2017,08,13,15.0,-75.0,28.5,1008.9,93.0,35.0,12.11,0
2017,08,14,15.0,-75.0,28.5,1002.3,73.0,37.7,11.61,0
2017,08,15,15.0,-75.0,28.5,984.9,87.0,39.0,13.05,0
2017,08,16,15.0,-75.0,28.6,982.6,62.0,38.1,9.84,0
2017,08,17,15.0,-75.0,28.4,999.5,75.0,36.4,8.49,0
2017,08,18,15.0,-75.0,28.3,1011.9,87.0,30.7,10.47,0
2017,08,19,15.0,-75.0,28.6,983.1,75.0,33.7,19.35,0
2017,08,20,15.0,-75.0,27.4,1019.9,67.0,41.8,17.52,0
2017,08,21,15.0,-75.0,28.4,985.3,72.0,34.2,15.8,0
2017,08,22,15.0,-75.0,28.3,982.0,68.0,35.5,17.75,0
2017,08,23,15.0,-75.0,28.2,1017.7,87.0,32.7,19.42,0
2017,08,24,15.0,-75.0,28.8,1014.9,79.0,33.9,5.58,0
2017,08,25,15.0,-75.0,28.7,992.5,81.0,35.2,10.08,0
2017,08,26,15.0,-75.0,28.5,1012.9,62.0,33.0,15.11,0
2017,08,27,15.0,-75.0,28.3,1002.7,77.0,30.9,12.97,0
2017,08,28,15.0,-75.0,28.4,987.0,84.0,31.0,11.92,0
2017,08,29,15.0,-75.0,27.9,997.3,64.0,33.0,11.88,0
2017,08,30,15.0,-75.0,28.2,1006.6,78.0,31.8,17.58,0
2017,08,31,15.0,-75.0,28.5,1009.4,78.0,34.8,14.02,0
2017,09,01,15.0,-75.0,28.8,1001.7,72.0,38.3,18.25,0
2017,09,02,15.0,-75.0,28.8,1016.4,76.0,37.1,11.44,0
2017,09,03,15.0,-75.0,28.7,981.5,87.0,30.6,13.06,0
2017,09,04,15.0,-75.0,28.8,980.6,85.0,27.1,12.91,0
2017,09,05,15.0,-75.0,28.5,1000.4,92.0,21.2,13.86,0
2017,09,06,15.0,-75.0,28.5,1019.0,94.0,21.4,16.69,0
2017,09,07,15.0,-75.0,28.7,1008.3,61.0,17.2,15.6,0
2017,09,08,15.0,-75.0,28.1,991.1,66.0,16.5,5.82,0
2017,09,09,15.0,-75.0,27.8,1000.7,87.0,20.2,13.88,0
2017,09,10,15.0,-75.0,27.4,995.4,85.0,15.0,8.52,0
2017,09,11,15.0,-75.0,28.4,1007.7,72.0,17.1,9.95,0
2017,09,12,15.0,-75.0,29.0,1012.4,87.0,24.9,12.94,0
2017,09,13,15.0,-75.0,28.8,986.8,87.0,25.1,15.08,0
2017,09,14,15.0,-75.0,28.7,984.5,91.0,22.9,11.67,0
2017,09,15,15.0,-75.0,28.8,1008.1,82.0,30.4,7.52,0
2017,09,16,15.0,-75.0,29.0,1002.3,70.0,34.7,15.23,0
2017,09,17,15.0,-75.0,29.5,986.8,66.0,33.7,12.65,0
2017,09,18,15.0,-75.0,29.2,982.1,84.0,30.4,14.2,0
2017,09,19,15.0,-75.0,29.2,985.7,76.0,28.1,13.35,0
2017,09,20,15.0,-75.0,29.0,992.6,73.0,20.5,8.16,0
2017,09,21,15.0,-75.0,29.2,991.0,85.0,13.8,7.14,0
2017,09,22,15.0,-75.0,28.9,984.2,77.0,19.0,14.15,0
2017,09,23,15.0,-75.0,28.9,1013.0,64.0,9.1,14.57,0
2017,09,24,15.0,-75.0,29.0,1017.8,63.0,27.4,10.19,0
2017,09,25,15.0,-75.0,29.1,980.2,92.0,34.3,7.59,0
2017,09,26,15.0,-75.0,28.5,1011.4,80.0,35.5,7.73,0
2017,09,27,15.0,-75.0,29.4,990.1,71.0,39.2,6.8,0
2017,09,28,15.0,-75.0,29.3,1018.2,79.0,40.6,9.58,0
2017,09,29,15.0,-75.0,28.4,1011.9,86.0,38.2,13.35,0
2017,09,30,15.0,-75.0,27.4,991.1,69.0,33.1,17.99,0
2017,10,01,15.0,-75.0,27.4,985.8,87.0,29.9,14.85,0
2017,10,02,15.0,-75.0,27.6,1013.6,67.0,32.8,12.02,0
2017,10,03,15.0,-75.0,27.7,991.5,72.0,27.6,6.41,0
2017,10,04,15.0,-75.0,28.2,990.1,90.0,34.6,6.88,0
2017,10,05,15.0,-75.0,27.5,1000.5,61.0,30.2,7.67,0
2017,10,06,15.0,-75.0,28.1,1000.7,69.0,16.9,13.16,0
2017,10,07,15.0,-75.0,28.6,990.7,66.0,25.0,8.44,0
2017,10,08,15.0,-75.0,28.6,1001.9,70.0,24.2,8.55,0
2017,10,09,15.0,-75.0,27.7,1011.7,63.0,23.0,11.94,0
2017,10,10,15.0,-75.0,27.8,1019.5,84.0,17.0,6.75,0
2017,10,11,15.0,-75.0,28.4,995.5,89.0,14.8,14.47,0
2017,10,12,15.0,-75.0,29.0,1016.1,93.0,22.1,6.13,0
2017,10,13,15.0,-75.0,29.1,1019.7,70.0,32.8,10.87,0
2017,10,14,15.0,-75.0,29.3,1007.8,80.0,33.9,5.74,0
2017,10,15,15.0,-75.0,28.8,991.4,93.0,30.7,17.04,0
2017,10,16,15.0,-75.0,29.2,1000.3,61.0,35.5,16.13,0
2017,10,17,15.0,-75.0,29.4,1000.1,73.0,39.2,6.28,0
2017,10,18,15.0,-75.0,29.4,1002.5,64.0,40.2,12.92,0
2017,10,19,15.0,-75.0,28.7,997.5,60.0,42.9,11.32,0
2017,10,20,15.0,-75.0,28.0,995.0,73.0,46.5,17.48,0
2017,10,21,15.0,-75.0,28.7,1006.7,65.0,48.3,12.56,0
2017,10,22,15.0,-75.0,28.6,1016.8,71.0,50.0,8.83,0
2017,10,23,15.0,-75.0,28.6,1009.9,63.0,46.7,6.53,0
2017,10,24,15.0,-75.0,28.8,987.6,89.0,39.7,12.07,0
2017,10,25,15.0,-75.0,28.3,1019.9,84.0,35.9,6.78,0
2017,10,26,15.0,-75.0,28.0,1012.8,71.0,31.9,14.77,0
2017,10,27,15.0,-75.0,28.5,994.9,86.0,28.1,8.85,0
2017,10,28,15.0,-75.0,28.3,1005.0,60.0,25.3,6.57,0
2017,10,29,15.0,-75.0,28.1,997.3,91.0,8.1,11.48,0
2017,10,30,15.0,-75.0,28.0,1007.1,72.0,20.0,5.1,0
2017,10,31,15.0,-75.0,28.3,981.3,67.0,22.6,17.94,0
2017,11,01,15.0,-75.0,28.5,1013.6,77.0,28.5,12.11,0
2017,11,02,15.0,-75.0,28.3,1013.5,94.0,29.1,11.31,0
2017,11,03,15.0,-75.0,28.5,994.5,77.0,25.8,15.67,0
2017,11,04,15.0,-75.0,28.2,986.7,86.0,23.9,7.58,0
2017,11,05,15.0,-75.0,28.2,983.1,83.0,23.0,13.31,0
2017,11,06,15.0,-75.0,27.9,1016.8,78.0,25.1,11.12,0
2017,11,07,15.0,-75.0,27.3,1019.8,83.0,26.0,8.84,0
2017,11,08,15.0,-75.0,26.5,993.8,62.0,40.8,17.53,0
2017,11,09,15.0,-75.0,26.8,1001.0,78.0,39.5,15.05,0
2017,11,10,15.0,-75.0,26.9,1014.6,75.0,32.4,13.43,0
2017,11,11,15.0,-75.0,27.2,983.7,63.0,30.0,16.14,0
2017,11,12,15.0,-75.0,27.9,994.2,82.0,33.5,7.52,0
2017,11,13,15.0,-75.0,28.6,982.0,77.0,35.1,19.9,0
2017,11,14,15.0,-75.0,28.1,989.2,66.0,31.4,9.2,0
2017,11,15,15.0,-75.0,27.0,995.3,60.0,32.0,5.36,0
2017,11,16,15.0,-75.0,26.4,1002.2,78.0,28.8,15.31,0
2017,11,17,15.0,-75.0,26.4,999.3,67.0,15.9,18.35,0
2017,11,18,15.0,-75.0,27.6,993.6,77.0,17.2,14.42,0
2017,11,19,15.0,-75.0,27.1,1004.9,86.0,15.3,19.82,0
2017,11,20,15.0,-75.0,27.4,987.7,69.0,18.0,19.47,0
2017,11,21,15.0,-75.0,28.0,1008.5,61.0,26.6,11.74,0
2017,11,22,15.0,-75.0,27.8,982.0,62.0,29.1,9.52,0
2017,11,23,15.0,-75.0,27.5,988.8,92.0,29.6,18.29,0
2017,11,24,15.0,-75.0,28.0,1007.1,64.0,29.2,7.85,0
2017,11,25,15.0,-75.0,28.1,1016.2,65.0,29.6,7.45,0
2017,11,26,15.0,-75.0,27.8,999.6,76.0,38.4,18.65,0
2017,11,27,15.0,-75.0,28.3,987.7,89.0,34.8,12.48,0
2017,11,28,15.0,-75.0,27.9,1018.8,88.0,38.6,14.55,0
2017,11,29,15.0,-75.0,28.0,1001.1,64.0,38.0,9.86,0
2017,11,30,15.0,-75.0,27.8,993.9,92.0,32.4,13.28,0
2017,12,01,15.0,-75.0,27.3,991.4,82.0,28.0,17.18,0
2017,12,02,15.0,-75.0,27.8,1019.4,71.0,29.2,8.44,0
2017,12,03,15.0,-75.0,27.8,988.2,68.0,34.3,13.97,0
2017,12,04,15.0,-75.0,27.5,986.1,73.0,36.2,13.15,0
2017,12,05,15.0,-75.0,28.3,980.0,93.0,42.6,8.15,0
2017,12,06,15.0,-75.0,28.1,1014.0,77.0,45.7,11.2,0
2017,12,07,15.0,-75.0,28.2,990.0,83.0,43.6,10.59,0
2017,12,08,15.0,-75.0,28.0,986.9,66.0,38.9,14.95,0
2017,12,09,15.0,-75.0,28.1,1006.9,83.0,38.1,7.65,0
2017,12,10,15.0,-75.0,27.6,1003.7,89.0,32.8,12.01,0
2017,12,11,15.0,-75.0,27.6,1003.8,76.0,24.3,7.72,0
2017,12,12,15.0,-75.0,27.3,980.3,80.0,20.0,13.08,0
2017,12,13,15.0,-75.0,27.2,988.2,82.0,19.5,13.45,0
2017,12,14,15.0,-75.0,27.4,1015.2,85.0,34.7,17.5,0
2017,12,15,15.0,-75.0,27.6,995.1,69.0,42.4,11.21,0
2017,12,16,15.0,-75.0,27.7,1003.8,77.0,46.2,10.84,0
2017,12,17,15.0,-75.0,27.7,989.7,75.0,47.9,5.36,0
2017,12,18,15.0,-75.0,27.4,1015.2,67.0,50.4,13.32,0
2017,12,19,15.0,-75.0,27.6,987.6,95.0,47.0,6.7,0
2017,12,20,15.0,-75.0,27.5,1005.8,94.0,41.7,12.85,0
2017,12,21,15.0,-75.0,27.3,1015.1,80.0,42.1,19.03,0
2017,12,22,15.0,-75.0,27.3,984.9,72.0,41.9,5.19,0
2017,12,23,15.0,-75.0,27.4,987.3,72.0,45.3,17.27,0
2017,12,24,15.0,-75.0,27.2,1007.5,60.0,44.8,13.58,0
2017,12,25,15.0,-75.0,27.2,983.9,88.0,43.1,18.4,0
2017,12,26,15.0,-75.0,27.0,984.6,68.0,39.9,5.19,0
2017,12,27,15.0,-75.0,27.0,1010.8,74.0,43.8,12.19,0
